genome_id	contig_id	start	end
AG-347-M08	AG-347-M08_c	325955	349254
AG-347-M08	AG-347-M08_c	1310610	1367894
AG-347-M08	AG-347-M08_c	626004	688419
AG-347-M08	AG-347-M08_c	749474	774184
AG-347-M08	AG-347-M08_c	862032	881686
AG-347-M08	AG-347-M08_c	910003	949220
AG-347-M08	AG-347-M08_c	955339	960237
AG-347-M08	AG-347-M08_c	1039540	1083120
AG-347-M08	AG-347-M08_c	1133777	1145053
AG-347-M08	AG-347-M08_c	1166272	1220505
AG-347-M15	AG-347-M15_c	137235	140436
AG-347-M15	AG-347-M15_c	1040587	1092875
AG-347-M15	AG-347-M15_c	1147603	1234454
AG-347-M15	AG-347-M15_c	1307468	1351042
AG-347-M15	AG-347-M15_c	305405	310692
AG-347-M15	AG-347-M15_c	331294	336872
AG-347-M15	AG-347-M15_c	343589	360387
AG-347-M15	AG-347-M15_c	658196	689798
AG-347-M15	AG-347-M15_c	750958	775656
AG-347-M15	AG-347-M15_c	863238	882806
AG-347-M15	AG-347-M15_c	911196	950606
AG-347-M15	AG-347-M15_c	956816	961716
AG-347-M18	AG-347-M18_c	332577	356623
AG-347-M18	AG-347-M18_c	1494107	1503417
AG-347-M18	AG-347-M18_c	606802	615593
AG-347-M18	AG-347-M18_c	640415	671027
AG-347-M18	AG-347-M18_c	750718	775449
AG-347-M18	AG-347-M18_c	863227	882874
AG-347-M18	AG-347-M18_c	956617	961514
AG-347-M18	AG-347-M18_c	1067670	1132965
AG-347-M18	AG-347-M18_c	1164252	1219687
AG-347-M18	AG-347-M18_c	1308065	1353442
AG-347-M23	AG-347-M23_c	114740	128056
AG-347-M23	AG-347-M23_c	1310826	1357671
AG-347-M23	AG-347-M23_c	323600	349778
AG-347-M23	AG-347-M23_c	654234	688410
AG-347-M23	AG-347-M23_c	750704	775425
AG-347-M23	AG-347-M23_c	861904	881578
AG-347-M23	AG-347-M23_c	909886	949218
AG-347-M23	AG-347-M23_c	1038789	1116882
AG-347-M23	AG-347-M23_c	1141327	1151066
AG-347-M23	AG-347-M23_c	1173351	1221376
AG-347-N19	AG-347-N19_c	320418	326117
AG-347-N19	AG-347-N19_c	332701	347961
AG-347-N19	AG-347-N19_c	648619	687878
AG-347-N19	AG-347-N19_c	750702	774126
AG-347-N19	AG-347-N19_c	861936	881574
AG-347-N19	AG-347-N19_c	910793	960293
AG-347-N19	AG-347-N19_c	1056610	1113072
AG-347-N19	AG-347-N19_c	1159276	1210196
AG-347-N19	AG-347-N19_c	1318199	1368058
AG-347-N23	AG-347-N23_c	332582	356839
AG-347-N23	AG-347-N23_c	1490493	1501812
AG-347-N23	AG-347-N23_c	658149	687091
AG-347-N23	AG-347-N23_c	758262	775226
AG-347-N23	AG-347-N23_c	863240	881730
AG-347-N23	AG-347-N23_c	911201	950424
AG-347-N23	AG-347-N23_c	956616	961517
AG-347-N23	AG-347-N23_c	1038476	1106257
AG-347-N23	AG-347-N23_c	1164067	1217862
AG-347-N23	AG-347-N23_c	1309010	1353909
AG-347-O22	AG-347-O22_c	324883	330464
AG-347-O22	AG-347-O22_c	626004	688186
AG-347-O22	AG-347-O22_c	750485	775114
AG-347-O22	AG-347-O22_c	864499	876093
AG-347-O22	AG-347-O22_c	904398	960799
AG-347-O22	AG-347-O22_c	1032556	1115009
AG-347-O22	AG-347-O22_c	1172340	1221756
AG-347-O22	AG-347-O22_c	1312033	1367993
AG-355-A02	AG-355-A02_c	332578	355252
AG-355-A02	AG-355-A02_c	675077	688667
AG-355-A02	AG-355-A02_c	758239	774356
AG-355-A02	AG-355-A02_c	862727	883066
AG-355-A02	AG-355-A02_c	911588	928148
AG-355-A09	AG-355-A09_c	316829	363369
AG-355-A09	AG-355-A09_c	1140536	1222408
AG-355-A09	AG-355-A09_c	1316942	1367688
AG-355-A09	AG-355-A09_c	580328	583306
AG-355-A09	AG-355-A09_c	628181	688427
AG-355-A09	AG-355-A09_c	749510	774175
AG-355-A09	AG-355-A09_c	861886	881776
AG-355-A09	AG-355-A09_c	910084	949227
AG-355-A09	AG-355-A09_c	954989	959888
AG-355-A09	AG-355-A09_c	1037695	1083063
AG-355-A09	AG-355-A09_c	1109179	1119383
AG-355-A18	AG-355-A18_c	319669	325205
AG-355-A18	AG-355-A18_c	1310365	1356372
AG-355-A18	AG-355-A18_c	331845	357891
AG-355-A18	AG-355-A18_c	660708	685677
AG-355-A18	AG-355-A18_c	747973	772657
AG-355-A18	AG-355-A18_c	859231	878874
AG-355-A18	AG-355-A18_c	907065	956183
AG-355-A18	AG-355-A18_c	962390	967291
AG-355-A18	AG-355-A18_c	1038787	1126616
AG-355-A18	AG-355-A18_c	1174318	1219451
AG-355-B18	AG-355-B18_c	35552	43469
AG-355-B18	AG-355-B18_c	1042749	1090658
AG-355-B18	AG-355-B18_c	1116758	1126751
AG-355-B18	AG-355-B18_c	1153422	1214948
AG-355-B18	AG-355-B18_c	1308959	1346682
AG-355-B18	AG-355-B18_c	1447261	1453503
AG-355-B18	AG-355-B18_c	127925	141382
AG-355-B18	AG-355-B18_c	331610	362310
AG-355-B18	AG-355-B18_c	613730	619523
AG-355-B18	AG-355-B18_c	657601	701910
AG-355-B18	AG-355-B18_c	750833	775471
AG-355-B18	AG-355-B18_c	862570	882257
AG-355-B18	AG-355-B18_c	910008	952198
AG-355-B18	AG-355-B18_c	958372	963266
AG-355-B23	AG-355-B23_c	325424	357755
AG-355-B23	AG-355-B23_c	643516	688452
AG-355-B23	AG-355-B23_c	750747	771624
AG-355-B23	AG-355-B23_c	861905	881569
AG-355-B23	AG-355-B23_c	909891	959650
AG-355-B23	AG-355-B23_c	1038984	1115009
AG-355-B23	AG-355-B23_c	1139555	1150861
AG-355-B23	AG-355-B23_c	1177304	1213442
AG-355-B23	AG-355-B23_c	1312058	1367987
AG-355-G23	AG-355-G23_c	335627	354978
AG-355-G23	AG-355-G23_c	1232672	1236369
AG-355-G23	AG-355-G23_c	1312052	1368038
AG-355-G23	AG-355-G23_c	599091	619037
AG-355-G23	AG-355-G23_c	625991	688558
AG-355-G23	AG-355-G23_c	749470	774189
AG-355-G23	AG-355-G23_c	860614	881580
AG-355-G23	AG-355-G23_c	909886	943351
AG-355-G23	AG-355-G23_c	949758	960275
AG-355-G23	AG-355-G23_c	1047933	1115019
AG-355-G23	AG-355-G23_c	1169371	1217705
AG-355-I04	AG-355-I04_c	333013	338439
AG-355-I04	AG-355-I04_c	1106660	1128494
AG-355-I04	AG-355-I04_c	1152426	1244895
AG-355-I04	AG-355-I04_c	1335890	1378689
AG-355-I04	AG-355-I04_c	345256	364993
AG-355-I04	AG-355-I04_c	627836	637749
AG-355-I04	AG-355-I04_c	662575	691359
AG-355-I04	AG-355-I04_c	752273	776983
AG-355-I04	AG-355-I04_c	864773	884468
AG-355-I04	AG-355-I04_c	912780	951990
AG-355-I04	AG-355-I04_c	957753	962652
AG-355-I04	AG-355-I04_c	1023873	1082118
AG-355-I20	AG-355-I20_c	332987	356720
AG-355-I20	AG-355-I20_c	1330179	1381186
AG-355-I20	AG-355-I20_c	627879	632994
AG-355-I20	AG-355-I20_c	657674	705470
AG-355-I20	AG-355-I20_c	767955	792669
AG-355-I20	AG-355-I20_c	880628	900194
AG-355-I20	AG-355-I20_c	928504	967654
AG-355-I20	AG-355-I20_c	973855	978754
AG-355-I20	AG-355-I20_c	1041316	1100067
AG-355-I20	AG-355-I20_c	1161703	1245715
AG-355-J04	AG-355-J04_c	353553	357111
AG-355-J04	AG-355-J04_c	606847	611051
AG-355-J04	AG-355-J04_c	658152	699388
AG-355-J04	AG-355-J04_c	863205	882887
AG-355-J04	AG-355-J04_c	911409	950713
AG-355-J04	AG-355-J04_c	956919	961817
AG-355-J04	AG-355-J04_c	1040715	1096550
AG-355-J04	AG-355-J04_c	1308276	1353663
AG-355-J09	AG-355-J09_c	110589	118230
AG-355-J09	AG-355-J09_c	1148919	1159309
AG-355-J09	AG-355-J09_c	1187901	1220230
AG-355-J09	AG-355-J09_c	1311963	1373287
AG-355-J09	AG-355-J09_c	297389	363810
AG-355-J09	AG-355-J09_c	595135	606373
AG-355-J09	AG-355-J09_c	625958	688550
AG-355-J09	AG-355-J09_c	749463	774184
AG-355-J09	AG-355-J09_c	859316	881583
AG-355-J09	AG-355-J09_c	909876	949643
AG-355-J09	AG-355-J09_c	955406	960307
AG-355-J09	AG-355-J09_c	1067468	1113413
AG-355-J17	AG-355-J17_c	297283	357988
AG-355-J17	AG-355-J17_c	862116	879240
AG-355-J17	AG-355-J17_c	906783	959785
AG-355-J17	AG-355-J17_c	966679	970863
AG-355-J17	AG-355-J17_c	1049402	1116569
AG-355-J17	AG-355-J17_c	1212299	1217580
AG-355-J17	AG-355-J17_c	1342271	1356276
AG-355-J21	AG-355-J21_c	332440	338078
AG-355-J21	AG-355-J21_c	342812	355946
AG-355-J21	AG-355-J21_c	862091	882864
AG-355-J21	AG-355-J21_c	904046	950810
AG-355-J21	AG-355-J21_c	957017	1106157
AG-355-J21	AG-355-J21_c	1119999	1136410
AG-355-J21	AG-355-J21_c	1157527	1222203
AG-355-J21	AG-355-J21_c	1308995	1352957
AG-355-J23	AG-355-J23_c	127718	136194
AG-355-J23	AG-355-J23_c	1335897	1375696
AG-355-J23	AG-355-J23_c	324561	384127
AG-355-J23	AG-355-J23_c	654269	698974
AG-355-J23	AG-355-J23_c	759252	783918
AG-355-J23	AG-355-J23_c	871683	894551
AG-355-J23	AG-355-J23_c	922865	939889
AG-355-J23	AG-355-J23_c	1012706	1098706
AG-355-J23	AG-355-J23_c	1123243	1134525
AG-355-J23	AG-355-J23_c	1155545	1245718
AG-355-K03	AG-355-K03_c	333906	381735
AG-355-K03	AG-355-K03_c	627303	654588
AG-355-K03	AG-355-K03_c	677800	682861
AG-355-K03	AG-355-K03_c	752280	776860
AG-355-K03	AG-355-K03_c	864762	884369
AG-355-K03	AG-355-K03_c	913000	962671
AG-355-K03	AG-355-K03_c	1055816	1072497
AG-355-K03	AG-355-K03_c	1331124	1377003
AG-355-K10	AG-355-K10_c	752424	777003
AG-355-K10	AG-355-K10_c	926337	929795
AG-355-K10	AG-355-K10_c	1041172	1098728
AG-355-K10	AG-355-K10_c	1123366	1134579
AG-355-K10	AG-355-K10_c	1342138	1377560
AG-355-K13	AG-355-K13_c	334642	357230
AG-355-K13	AG-355-K13_c	913088	951526
AG-355-K13	AG-355-K13_c	957732	962632
AG-355-K13	AG-355-K13_c	1156190	1239293
AG-355-K13	AG-355-K13_c	1321946	1385143
AG-355-K15	AG-355-K15_c	51134	58615
AG-355-K15	AG-355-K15_c	1312059	1367995
AG-355-K15	AG-355-K15_c	338717	347605
AG-355-K15	AG-355-K15_c	625905	687943
AG-355-K15	AG-355-K15_c	749486	774188
AG-355-K15	AG-355-K15_c	861900	881584
AG-355-K15	AG-355-K15_c	917730	949014
AG-355-K15	AG-355-K15_c	955369	960267
AG-355-K15	AG-355-K15_c	1085097	1115013
AG-355-K15	AG-355-K15_c	1139553	1144907
AG-355-K20	AG-355-K20_c	317625	352321
AG-355-K20	AG-355-K20_c	1312317	1355740
AG-355-K20	AG-355-K20_c	375780	387188
AG-355-K20	AG-355-K20_c	626003	668601
AG-355-K20	AG-355-K20_c	749448	774183
AG-355-K20	AG-355-K20_c	862026	881559
AG-355-K20	AG-355-K20_c	910104	948877
AG-355-K20	AG-355-K20_c	955084	959971
AG-355-K20	AG-355-K20_c	1043834	1105858
AG-355-K20	AG-355-K20_c	1159247	1222106
AG-355-K23	AG-355-K23_c	325739	351146
AG-355-K23	AG-355-K23_c	1321656	1367691
AG-355-K23	AG-355-K23_c	622564	687883
AG-355-K23	AG-355-K23_c	752153	819237
AG-355-K23	AG-355-K23_c	861932	881579
AG-355-K23	AG-355-K23_c	909905	949213
AG-355-K23	AG-355-K23_c	955717	966431
AG-355-K23	AG-355-K23_c	1074682	1107533
AG-355-K23	AG-355-K23_c	1139960	1144462
AG-355-K23	AG-355-K23_c	1181734	1221907
AG-355-L02	AG-355-L02_c	35460	51262
AG-355-L02	AG-355-L02_c	1217058	1367994
AG-355-L02	AG-355-L02_c	332200	337635
AG-355-L02	AG-355-L02_c	344575	408366
AG-355-L02	AG-355-L02_c	616391	618966
AG-355-L02	AG-355-L02_c	670345	713141
AG-355-L02	AG-355-L02_c	775341	792884
AG-355-L02	AG-355-L02_c	862081	881768
AG-355-L02	AG-355-L02_c	910094	949319
AG-355-L02	AG-355-L02_c	1081016	1114263
AG-355-L20	AG-355-L20_c	323553	349960
AG-355-L20	AG-355-L20_c	1321690	1367676
AG-355-L20	AG-355-L20_c	599044	602217
AG-355-L20	AG-355-L20_c	626285	688387
AG-355-L20	AG-355-L20_c	749473	774195
AG-355-L20	AG-355-L20_c	861894	881592
AG-355-L20	AG-355-L20_c	909923	949199
AG-355-L20	AG-355-L20_c	955375	960270
AG-355-L20	AG-355-L20_c	1082943	1115009
AG-355-L20	AG-355-L20_c	1172016	1216205
AG-355-L21	AG-355-L21_c	604370	633340
AG-355-L21	AG-355-L21_c	932448	949987
AG-355-L21	AG-355-L21_c	956611	961505
AG-355-L21	AG-355-L21_c	1008442	1215633
AG-355-L21	AG-355-L21_c	1325416	1352816
AG-355-L22	AG-355-L22_c	596105	601431
AG-355-L22	AG-355-L22_c	623032	694282
AG-355-L22	AG-355-L22_c	749451	774154
AG-355-L22	AG-355-L22_c	839206	881579
AG-355-L22	AG-355-L22_c	910077	949216
AG-355-L22	AG-355-L22_c	955423	960322
AG-355-L22	AG-355-L22_c	1065078	1115416
AG-355-L22	AG-355-L22_c	1172103	1222025
AG-355-L22	AG-355-L22_c	1312048	1362616
AG-355-M02	AG-355-M02_c	317852	323283
AG-355-M02	AG-355-M02_c	1311370	1351445
AG-355-M02	AG-355-M02_c	330128	355539
AG-355-M02	AG-355-M02_c	622312	689863
AG-355-M02	AG-355-M02_c	752059	775381
AG-355-M02	AG-355-M02_c	861929	881579
AG-355-M02	AG-355-M02_c	909899	949220
AG-355-M02	AG-355-M02_c	955394	960292
AG-355-M02	AG-355-M02_c	1076303	1113435
AG-355-M02	AG-355-M02_c	1166782	1222654
AG-355-M18	AG-355-M18_c	25810	56440
AG-355-M18	AG-355-M18_c	1071555	1106657
AG-355-M18	AG-355-M18_c	1126729	1139649
AG-355-M18	AG-355-M18_c	1167140	1197254
AG-355-M18	AG-355-M18_c	1318513	1353310
AG-355-M18	AG-355-M18_c	1492745	1503097
AG-355-M18	AG-355-M18_c	317002	355013
AG-355-M18	AG-355-M18_c	606834	615567
AG-355-M18	AG-355-M18_c	640382	690429
AG-355-M18	AG-355-M18_c	751642	775470
AG-355-M18	AG-355-M18_c	863213	877421
AG-355-M18	AG-355-M18_c	919040	950435
AG-355-M18	AG-355-M18_c	956618	961517
AG-355-M18	AG-355-M18_c	1016623	1063491
AG-355-N02	AG-355-N02_c	332987	360663
AG-355-N02	AG-355-N02_c	1335897	1377548
AG-355-N02	AG-355-N02_c	625046	636138
AG-355-N02	AG-355-N02_c	660956	690913
AG-355-N02	AG-355-N02_c	752279	776995
AG-355-N02	AG-355-N02_c	863224	884411
AG-355-N02	AG-355-N02_c	912795	946593
AG-355-N02	AG-355-N02_c	1022610	1105191
AG-355-N02	AG-355-N02_c	1129066	1150910
AG-355-N02	AG-355-N02_c	1174756	1243630
AG-355-N16	AG-355-N16_c	325745	366753
AG-355-N16	AG-355-N16_c	1327102	1374160
AG-355-N16	AG-355-N16_c	481511	499661
AG-355-N16	AG-355-N16_c	524856	570738
AG-355-N16	AG-355-N16_c	735938	776560
AG-355-N16	AG-355-N16_c	837740	862449
AG-355-N16	AG-355-N16_c	973336	1002642
AG-355-N16	AG-355-N16_c	1008868	1013767
AG-355-N16	AG-355-N16_c	1087156	1103418
AG-355-N16	AG-355-N16_c	1154667	1236573
AG-355-N18	AG-355-N18_c	41712	46762
AG-355-N18	AG-355-N18_c	933097	1003010
AG-355-N18	AG-355-N18_c	1056559	1149180
AG-355-N18	AG-355-N18_c	1171121	1184746
AG-355-N18	AG-355-N18_c	1210949	1239803
AG-355-N18	AG-355-N18_c	1331806	1387161
AG-355-N18	AG-355-N18_c	94765	102510
AG-355-N18	AG-355-N18_c	289388	295027
AG-355-N18	AG-355-N18_c	301661	364871
AG-355-N18	AG-355-N18_c	578862	581433
AG-355-N18	AG-355-N18_c	603746	637442
AG-355-N18	AG-355-N18_c	661920	710467
AG-355-N18	AG-355-N18_c	772766	797501
AG-355-N18	AG-355-N18_c	885221	904924
AG-355-N21	AG-355-N21_c	322366	363610
AG-355-N22	AG-355-N22_c	625492	650994
AG-355-N22	AG-355-N22_c	1312059	1361659
AG-355-N22	AG-355-N22_c	657123	689597
AG-355-N22	AG-355-N22_c	750677	775351
AG-355-N22	AG-355-N22_c	863115	882799
AG-355-N22	AG-355-N22_c	910013	949219
AG-355-N22	AG-355-N22_c	955395	960294
AG-355-N22	AG-355-N22_c	1038824	1082847
AG-355-N22	AG-355-N22_c	1120558	1130792
AG-355-N22	AG-355-N22_c	1152023	1221887
AG-355-N23	AG-355-N23_c	751659	774184
AG-355-N23	AG-355-N23_c	1043043	1182347
AG-355-O17	AG-355-O17_c	319107	356623
AG-355-O17	AG-355-O17_c	1339393	1368233
AG-355-O17	AG-355-O17_c	602393	606000
AG-355-O17	AG-355-O17_c	645087	688591
AG-355-O17	AG-355-O17_c	749467	774183
AG-355-O17	AG-355-O17_c	861942	881585
AG-355-O17	AG-355-O17_c	910109	948607
AG-355-O17	AG-355-O17_c	954814	959714
AG-355-O17	AG-355-O17_c	1038790	1113229
AG-355-O17	AG-355-O17_c	1166558	1238805
AG-355-O19	AG-355-O19_c	123101	127497
AG-355-O19	AG-355-O19_c	490946	512379
AG-355-O19	AG-355-O19_c	620130	1018737
AG-355-O19	AG-355-O19_c	1139269	1151131
AG-355-O19	AG-355-O19_c	1281647	1287134
AG-355-O19	AG-355-O19_c	1312062	1368308
AG-355-P07	AG-355-P07_c	332278	354701
AG-355-P07	AG-355-P07_c	1297111	1352635
AG-355-P07	AG-355-P07_c	619951	636984
AG-355-P07	AG-355-P07_c	661805	691416
AG-355-P07	AG-355-P07_c	757598	775445
AG-355-P07	AG-355-P07_c	863165	882884
AG-355-P07	AG-355-P07_c	907102	938454
AG-355-P07	AG-355-P07_c	944959	961542
AG-355-P07	AG-355-P07_c	1042272	1112851
AG-355-P07	AG-355-P07_c	1168825	1202555
AG-355-P11	AG-355-P11_c	325913	357544
AG-355-P11	AG-355-P11_c	1312484	1373206
AG-355-P11	AG-355-P11_c	625993	688382
AG-355-P11	AG-355-P11_c	750689	774180
AG-355-P11	AG-355-P11_c	861281	880933
AG-355-P11	AG-355-P11_c	909123	964381
AG-355-P11	AG-355-P11_c	970588	975488
AG-355-P11	AG-355-P11_c	1058858	1098381
AG-355-P11	AG-355-P11_c	1118435	1129699
AG-355-P11	AG-355-P11_c	1155965	1222450
AG-355-P15	AG-355-P15_c	332432	354985
AG-355-P15	AG-355-P15_c	376161	395873
AG-355-P15	AG-355-P15_c	657183	753078
AG-355-P15	AG-355-P15_c	905747	961504
AG-355-P15	AG-355-P15_c	1040076	1060568
AG-355-P15	AG-355-P15_c	1072635	1106783
AG-355-P15	AG-355-P15_c	1162443	1213006
AG-355-P15	AG-355-P15_c	1301222	1349727
AG-355-P16	AG-355-P16_c	324890	349658
AG-355-P16	AG-355-P16_c	364468	369955
AG-355-P16	AG-355-P16_c	635189	664764
AG-355-P16	AG-355-P16_c	751013	775447
AG-355-P16	AG-355-P16_c	863234	882880
AG-355-P16	AG-355-P16_c	911410	961511
AG-355-P16	AG-355-P16_c	1040823	1106257
AG-355-P16	AG-355-P16_c	1163137	1207360
AG-355-P16	AG-355-P16_c	1309305	1359411
AG-355-P18	AG-355-P18_c	35603	43665
AG-355-P18	AG-355-P18_c	1129074	1143306
AG-355-P18	AG-355-P18_c	1164365	1216155
AG-355-P18	AG-355-P18_c	1318310	1354563
AG-355-P18	AG-355-P18_c	317081	322781
AG-355-P18	AG-355-P18_c	329343	355131
AG-355-P18	AG-355-P18_c	606843	633340
AG-355-P18	AG-355-P18_c	656166	692193
AG-355-P18	AG-355-P18_c	753119	777821
AG-355-P18	AG-355-P18_c	911200	950837
AG-355-P18	AG-355-P18_c	956600	961499
AG-355-P18	AG-355-P18_c	1040035	1101807
AG-355-P23	AG-355-P23_c	342704	357564
AG-355-P23	AG-355-P23_c	626749	635969
AG-355-P23	AG-355-P23_c	658314	690119
AG-355-P23	AG-355-P23_c	973218	1226066
AG-363-A05	AG-363-A05_c	327554	332993
AG-363-A05	AG-363-A05_c	868027	893807
AG-363-A05	AG-363-A05_c	912420	953259
AG-363-A05	AG-363-A05_c	959478	964374
AG-363-A05	AG-363-A05_c	1042892	1140807
AG-363-A05	AG-363-A05_c	1169886	1174458
AG-363-A05	AG-363-A05_c	1204423	1234711
AG-363-A05	AG-363-A05_c	1288710	1302227
AG-388-A01	AG-388-A01_c	126077	137441
AG-388-A01	AG-388-A01_c	1146121	1159343
AG-388-A01	AG-388-A01_c	1180431	1264087
AG-388-A01	AG-388-A01_c	1353308	1413743
AG-388-A01	AG-388-A01_c	335732	380818
AG-388-A01	AG-388-A01_c	641699	648014
AG-388-A01	AG-388-A01_c	672827	694688
AG-388-A01	AG-388-A01_c	765940	790699
AG-388-A01	AG-388-A01_c	877923	897272
AG-388-A01	AG-388-A01_c	925798	942629
AG-388-A01	AG-388-A01_c	971128	976035
AG-388-A01	AG-388-A01_c	1055445	1119991
AG-388-F11	AG-388-F11_c	297610	322246
AG-388-F11	AG-388-F11_c	379752	424481
AG-388-F11	AG-388-F11_c	635292	654634
AG-388-F11	AG-388-F11_c	679462	725328
AG-388-F11	AG-388-F11_c	786242	809847
AG-388-F11	AG-388-F11_c	911214	961429
AG-388-F11	AG-388-F11_c	1036787	1105361
AG-388-F11	AG-388-F11_c	1153158	1229121
AG-402-A04	AG-402-A04_c	332563	358594
AG-402-A04	AG-402-A04_c	610432	695776
AG-402-A04	AG-402-A04_c	730186	775450
AG-402-A04	AG-402-A04_c	863215	884490
AG-402-A04	AG-402-A04_c	950795	961520
AG-402-A04	AG-402-A04_c	1036517	1106326
AG-402-A04	AG-402-A04_c	1130867	1142144
AG-402-A04	AG-402-A04_c	1163219	1218924
AG-402-A04	AG-402-A04_c	1308970	1341014
AG-402-C22	AG-402-C22_c	333447	355159
AG-402-C22	AG-402-C22_c	658011	689795
AG-402-C22	AG-402-C22_c	863271	883013
AG-402-C22	AG-402-C22_c	955246	960144
AG-402-C22	AG-402-C22_c	1015402	1105983
AG-402-C22	AG-402-C22_c	1207638	1219673
AG-402-C22	AG-402-C22_c	1333475	1353528
AG-402-F05	AG-402-F05_c	307960	356897
AG-402-F05	AG-402-F05_c	1332477	1368303
AG-402-F05	AG-402-F05_c	1588992	1607493
AG-402-F05	AG-402-F05_c	639083	675413
AG-402-F05	AG-402-F05_c	733261	757980
AG-402-F05	AG-402-F05_c	845631	871144
AG-402-F05	AG-402-F05_c	899392	954879
AG-402-F05	AG-402-F05_c	961071	965983
AG-402-F05	AG-402-F05_c	1039115	1111805
AG-402-F05	AG-402-F05_c	1134205	1144417
AG-402-F05	AG-402-F05_c	1165331	1223856
AG-402-G23	AG-402-G23_c	316428	347598
AG-402-G23	AG-402-G23_c	620993	688597
AG-402-G23	AG-402-G23_c	860572	881578
AG-402-G23	AG-402-G23_c	949451	960293
AG-402-G23	AG-402-G23_c	1026941	1129654
AG-402-G23	AG-402-G23_c	1154363	1164069
AG-402-G23	AG-402-G23_c	1185089	1224716
AG-402-G23	AG-402-G23_c	1311380	1354606
AG-402-I23	AG-402-I23_c	332778	355424
AG-402-I23	AG-402-I23_c	1173286	1229629
AG-402-I23	AG-402-I23_c	1244338	1252170
AG-402-I23	AG-402-I23_c	1329985	1347150
AG-402-I23	AG-402-I23_c	619390	624173
AG-402-I23	AG-402-I23_c	648991	689894
AG-402-I23	AG-402-I23_c	754885	775453
AG-402-I23	AG-402-I23_c	863237	882889
AG-402-I23	AG-402-I23_c	912094	950414
AG-402-I23	AG-402-I23_c	956620	961518
AG-402-I23	AG-402-I23_c	1040024	1106261
AG-402-I23	AG-402-I23_c	1131830	1146512
AG-402-K16	AG-402-K16_c	132350	139312
AG-402-K16	AG-402-K16_c	1128146	1143792
AG-402-K16	AG-402-K16_c	1164970	1269880
AG-402-K16	AG-402-K16_c	1360753	1413742
AG-402-K16	AG-402-K16_c	1506272	1513771
AG-402-K16	AG-402-K16_c	331525	337222
AG-402-K16	AG-402-K16_c	340692	376835
AG-402-K16	AG-402-K16_c	622960	655998
AG-402-K16	AG-402-K16_c	709461	734193
AG-402-K16	AG-402-K16_c	804577	824271
AG-402-K16	AG-402-K16_c	852559	891721
AG-402-K16	AG-402-K16_c	897909	902807
AG-402-K16	AG-402-K16_c	982151	1103372
AG-402-K21	AG-402-K21_c	35447	43263
AG-402-K21	AG-402-K21_c	1059782	1144113
AG-402-K21	AG-402-K21_c	1161045	1172658
AG-402-K21	AG-402-K21_c	1195245	1269014
AG-402-K21	AG-402-K21_c	1359082	1394601
AG-402-K21	AG-402-K21_c	128240	133974
AG-402-K21	AG-402-K21_c	343577	389994
AG-402-K21	AG-402-K21_c	638950	646726
AG-402-K21	AG-402-K21_c	671536	710097
AG-402-K21	AG-402-K21_c	772504	797252
AG-402-K21	AG-402-K21_c	885028	903283
AG-402-K21	AG-402-K21_c	931601	970136
AG-402-K21	AG-402-K21_c	976327	981226
AG-402-K22	AG-402-K22_c	218740	224168
AG-402-K22	AG-402-K22_c	1161583	1211762
AG-402-K22	AG-402-K22_c	1316857	1349511
AG-402-K22	AG-402-K22_c	344516	354951
AG-402-K22	AG-402-K22_c	606866	629183
AG-402-K22	AG-402-K22_c	654148	694637
AG-402-K22	AG-402-K22_c	750802	775475
AG-402-K22	AG-402-K22_c	859827	864856
AG-402-K22	AG-402-K22_c	903471	950781
AG-402-K22	AG-402-K22_c	957301	968184
AG-402-K22	AG-402-K22_c	1045849	1102869
AG-402-L23	AG-402-L23_c	339399	355238
AG-402-L23	AG-402-L23_c	1164022	1218872
AG-402-L23	AG-402-L23_c	1309000	1349097
AG-402-L23	AG-402-L23_c	1551466	1556028
AG-402-L23	AG-402-L23_c	598828	609898
AG-402-L23	AG-402-L23_c	634598	670783
AG-402-L23	AG-402-L23_c	734219	758937
AG-402-L23	AG-402-L23_c	846716	869067
AG-402-L23	AG-402-L23_c	897121	953576
AG-402-L23	AG-402-L23_c	959784	964683
AG-402-L23	AG-402-L23_c	1041717	1118533
AG-402-L23	AG-402-L23_c	1144097	1149294
AG-402-M15	AG-402-M15_c	35646	54025
AG-402-M15	AG-402-M15_c	1152230	1164114
AG-402-M15	AG-402-M15_c	1187848	1265239
AG-402-M15	AG-402-M15_c	1356921	1400603
AG-402-M15	AG-402-M15_c	334117	358211
AG-402-M15	AG-402-M15_c	641760	651928
AG-402-M15	AG-402-M15_c	678018	706771
AG-402-M15	AG-402-M15_c	768969	793770
AG-402-M15	AG-402-M15_c	881566	900452
AG-402-M15	AG-402-M15_c	928775	970003
AG-402-M15	AG-402-M15_c	976195	981095
AG-402-M15	AG-402-M15_c	1060528	1127219
AG-402-N08	AG-402-N08_c	333077	355973
AG-402-N08	AG-402-N08_c	1342615	1385940
AG-402-N08	AG-402-N08_c	606810	650176
AG-402-N08	AG-402-N08_c	674698	702819
AG-402-N08	AG-402-N08_c	765134	789826
AG-402-N08	AG-402-N08_c	863249	882881
AG-402-N08	AG-402-N08_c	911417	938633
AG-402-N08	AG-402-N08_c	1015953	1106936
AG-402-N08	AG-402-N08_c	1131686	1145203
AG-402-N08	AG-402-N08_c	1162960	1252533
AG-402-N17	AG-402-N17_c	125010	128936
