contig_id	start	end	element_id	score	strand	upstreamType	downstreamType	int_profile_id	profile_ids	secondary	complex	set
AG-673-M19_c	1075727	1083589	eAG-673-M19_01128	19	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-3,hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-P	FALSE	FALSE	Tycheposon
B241_527E14_c	1211585	1218626	eB241_527E14_00804	19	+	tRNA-Ala(ggc)-full	tRNA-Ala(ggc)-partial	YR_IRVE-A	YR_IRVE-A,xis_IRVE-1,pri_IRVE-Prim-Pol,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
B243_498I20_c	1054156	1062571	eB243_498I20_01238	19	-	tRNA-Pro(tgg)-full	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-3,unk_IRVE-1,terS_IRVE,YR_IRVE-P	FALSE	FALSE	Tycheposon
B245a_520F22_c	1227704	1248966	eB245a_520F22_01003	19	-	tRNA-Ala(ggc)-full	tRNA-Pro(tgg)-partial	YR_IRVE-A	hel_IRVE-DnaB,pri_IRVE-Prim-Pol,xis_IRVE-1,YR_IRVE-A	FALSE	FALSE	Tycheposon
GP2_c	1222953	1229812	eGP2_01379	19	-	tRNA-Ala(ggc)-full	tRNA-Ala(ggc)-partial	YR_IRVE-A	hel_IRVE-DnaB,pri_IRVE-Prim-Pol,xis_IRVE-1,YR_IRVE-A	FALSE	FALSE	Tycheposon
HOT208_60m_808A10_489	1688	8469	eHOT208_60m_808A10_01008	19	+	tRNA-Ala(ggc)-full	tRNA-Ala(ggc)-partial	YR_IRVE-A	YR_IRVE-A,xis_IRVE-1,pri_IRVE-Prim-Pol,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
MIT0604_1	1075747	1092196	eMIT0604_01303	19	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	xis_IRVE-1,hel_IRVE-DnaB,reg_IRVE,YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT0604_1	1290139	1306570	eMIT0604_01552	19	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P,reg_IRVE,hel_IRVE-DnaB,xis_IRVE-1	FALSE	FALSE	Tycheposon
MIT0801_1	1184824	1194595	eMIT0801_01447	19	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P,xis_IRVE-1,hel_IRVE-DnaB,terS_IRVE	FALSE	FALSE	Tycheposon
MIT1223_1	712929	729299	eMIT1223_00538	19	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	terS_IRVE,hel_IRVE-VirE,xis_IRVE-1,YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1223_1	731431	742838	eMIT1223_00519	19	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	xis_IRVE-1,hel_IRVE-DnaB,reg_IRVE,YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT9321_c	1226259	1232748	eMIT9321_01749	19	-	tRNA-Ala(ggc)-full	tRNA-Ala(ggc)-partial	YR_IRVE-A	hel_IRVE-DnaB,pri_IRVE-Prim-Pol,xis_IRVE-1,YR_IRVE-A	FALSE	FALSE	Tycheposon
SB_c	362178	372786	eSB_00814	19	-	tRNA-Thr(ggt)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	hel_IRVE-VirE,top_IRVE-Topoiso,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
W02_c	361958	368507	eW02_00882	19	-	tRNA-Gly(gcc)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	hel_IRVE-VirE,top_IRVE-Topoiso,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
UH18301_c	1057369	1063927	eUH18301_00112	18.4	-	None	None	YR_IRVE-P	xis_IRVE-1,rep_IRVE-3,rep_IRVE-7,hel_IRVE-DnaB,MCP_IRVE-HK97,reg_IRVE,YR_IRVE-P,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-335-N20_c	613365	622361	eAG-335-N20_00200	18	+	None	None	YR_IRVE-8	YR_IRVE-8,terS_IRVE,unk_IRVE-1,YR_IRVE-3,hel_IRVE-DnaB,lig_IRVE-NAD	FALSE	TRUE	cryptic
AG-355-N18_c	1100239	1113220	eAG-355-N18_01368	18	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P,MCP_IRVE-HK97,reg_IRVE,YR_IRVE-P	FALSE	TRUE	Tycheposon
AG-409-L18_c	658234	678192	eAG-409-L18_00830	18	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	xis_IRVE-1,hel_IRVE-DnaB,hel_IRVE-DnaB,YR_IRVE-P	FALSE	TRUE	Tycheposon
AG-670-O07_c	326007	338310	eAG-670-O07_00639	18	-	None	None	LSR_IRVE	end_IRVE-TraY,rep_IRVE-Mu_Gam,hel_IRVE-VirE,reg_IRVE,lig_IRVE-NAD,LSR_IRVE	FALSE	FALSE	Tycheposon
B243_495K23_c	1082532	1089448	eB243_495K23_01826	18	-	None	None	YR_IRVE-P	terS_IRVE,unk_IRVE-1,YR_IRVE-3,hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1307_1	721385	741121	eMIT1307_01765	17.2	+	tRNA-Ser(tga)-full	tRNA-Ser(tga)-partial	YR_IRVE-S	YR_IRVE-S,reg_IRVE,hel_IRVE-DnaB,pri_IRVE-Prim-Pol	FALSE	FALSE	Tycheposon
AG-363-G03_c	1229213	1235548	eAG-363-G03_01284	17	+	None	None	YR_IRVE-P	YR_IRVE-P,rep_IRVE-6,xis_IRVE-1,rep_IRVE-5,pri_IRVE-Prim-Pol,hel_IRVE-VirE	FALSE	FALSE	Tycheposon
AG-402-G19_c	498056	523541	eAG-402-G19_01123	17	-	None	None	LSR_IRVE	end_IRVE-TraY,pri_IRVE-Prim-Pol,end_IRVE-TraY,rep_IRVE-2,hel_IRVE-DnaB,LSR_IRVE	FALSE	TRUE	Tycheposon
AG-409-D09_c	1193153	1219293	eAG-409-D09_00783	17	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P,xis_IRVE-1,hel_IRVE-DnaB,lig_IRVE-NAD	FALSE	FALSE	Tycheposon
AG-432-B15_c	1348430	1354928	eAG-432-B15_00447	17	+	tRNA-Arg(tct)-full	None	YR_IRVE-R	YR_IRVE-R,xis_IRVE-1,pri_IRVE-Prim-Pol,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-679-K21_c	648857	656679	eAG-679-K21_00945	17	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	hel_IRVE-DnaB,MCP_IRVE-HK97,lig_IRVE-NAD,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-683-K15_c	1208527	1215023	eAG-683-K15_00425	17	-	tRNA-Ala(ggc)-partial	None	YR_IRVE-A	hel_IRVE-DnaB,pri_IRVE-Prim-Pol,xis_IRVE-1,YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-686-M10_c	356338	362841	eAG-686-M10_01167	17	-	tRNA-Ala(ggc)-full	None	YR_IRVE-A	hel_IRVE-DnaB,pri_IRVE-Prim-Pol,xis_IRVE-1,YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-686-P16_c	339715	348944	eAG-686-P16_00073	17	-	None	None	LSR_IRVE	end_IRVE-TraY,hel_IRVE-VirE,reg_IRVE,lig_IRVE-NAD,lig_IRVE-NAD,LSR_IRVE	FALSE	FALSE	Tycheposon
MIT9303_1	1782035	1798814	eMIT9303_01883	16.6	-	tRNA-Ser(cga)-full	None	YR_IRVE-2	xis_IRVE-2,xis_IRVE-2,SSR_IRVE-1,YR_IRVE-2,YR_IRVE-2,YR_IRVE-2,YR_IRVE-2	FALSE	TRUE	cryptic
AG-311-D23_c	395073	414232	eAG-311-D23_00983	16	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1,YR_IRVE-T1,xis_IRVE-1,hel_IRVE-D5	FALSE	TRUE	cryptic
AG-315-M16_c	1222461	1235366	eAG-315-M16_00124	16	+	tRNA-Pro(tgg)-full	tRNA-Lys(ttt)-full	YR_IRVE-P	YR_IRVE-P,lig_IRVE-NAD,hel_IRVE-D5	FALSE	FALSE	Tycheposon
AG-335-J19_c	345097	369817	eAG-335-J19_00421	16	-	tRNA-Thr(ggt)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-341-I22_c	1881825	1887398	eAG-341-I22_00197	16	-	tRNA-Arg(cct)-full	tRNA-Arg(cct)-partial	YR_IRVE-S	unk_IRVE-1,terS_IRVE,YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-347-E23_c	357281	380487	eAG-347-E23_00279	16	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-partial	YR_IRVE-T1	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-347-G20_c	611621	618359	eAG-347-G20_01154	16	+	tRNA-Ser(tga)-full	tRNA-Ser(tga)-partial	YR_IRVE-S	YR_IRVE-S,hel_IRVE-DnaB,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-347-I06_c	356758	377163	eAG-347-I06_01578	16	-	tRNA-Thr(ggt)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-347-K10_c	378322	385133	eAG-347-K10_01533	16	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-partial	YR_IRVE-T1	hel_IRVE-VirE,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-347-K19_c	357968	381687	eAG-347-K19_00221	16	-	tRNA-Thr(ggt)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-355-A09_c	343673	363570	eAG-355-A09_01145	16	-	tRNA-Thr(ggt)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-355-B18_c	1052320	1059980	eAG-355-B18_00151	16	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	xis_IRVE-1,hel_IRVE-VirE,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-355-L21_15	1790	16108	eAG-355-L21_00502	16	+	tRNA-Ala(ggc)-full	tRNA-Pro(tgg)-partial	YR_IRVE-A	YR_IRVE-A,xis_IRVE-1,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-355-N18_17	10990	18830	eAG-355-N18_01647	16	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P,hel_IRVE-DnaB,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-355-N23_c	1042538	1053229	eAG-355-N23_00861	16	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	xis_IRVE-1,reg_IRVE,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-363-B18_c	1251346	1273981	eAG-363-B18_01076	16	+	tRNA-Ala(ggc)-full	tRNA-Cys(gca)-partial	YR_IRVE-A	YR_IRVE-A,xis_IRVE-1,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-363-C20_c	482273	491263	eAG-363-C20_01046	16	+	tRNA-Ser(cga)-full	None	YR_IRVE-2	YR_IRVE-2,SSR_IRVE-1,xis_IRVE-2,xis_IRVE-2	FALSE	TRUE	cryptic
AG-363-G23_c	1403289	1418206	eAG-363-G23_00382	16	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-363-J23_c	1290058	1312871	eAG-363-J23_00032	16	+	tRNA-Ala(ggc)-full	tRNA-Ala(ggc)-partial	YR_IRVE-A	YR_IRVE-A,xis_IRVE-1,hel_IRVE-D5	FALSE	FALSE	Tycheposon
AG-363-L19_c	1525223	1549441	eAG-363-L19_00170	16	+	tRNA-Ala(ggc)-full	tRNA-Ala(ggc)-partial	YR_IRVE-A	YR_IRVE-A,xis_IRVE-1,hel_IRVE-D5	FALSE	FALSE	Tycheposon
AG-363-N20_c	1174631	1187785	eAG-363-N20_01232	16	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	hel_IRVE-D5,xis_IRVE-1,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-388-E21_c	1195258	1208253	eAG-388-E21_01689	16	+	tRNA-Ala(ggc)-full	tRNA-Ala(ggc)-partial	YR_IRVE-A	YR_IRVE-A,xis_IRVE-1,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-402-I05_c	1371744	1380917	eAG-402-I05_01869	16	-	tRNA-Pro(tgg)-partial	tRNA-Ala(ggc)-full	YR_IRVE-P	hel_IRVE-DnaB,reg_IRVE,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-L20_c	1129468	1145665	eAG-402-L20_00990	16	+	tRNA-Pro(tgg)-full	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P,xis_IRVE-1,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-402-M23_c	1194014	1213661	eAG-402-M23_00791	16	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P,xis_IRVE-1,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-409-I21_c	675532	690442	eAG-409-I21_00006	16	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	terS_IRVE,xis_IRVE-1,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-L14_c	798125	813035	eAG-409-L14_00857	16	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	terS_IRVE,xis_IRVE-1,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-N21_c	1073985	1099279	eAG-409-N21_01361	16	+	tRNA-Pro(tgg)-full	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P,rep_IRVE-6,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-409-N21_c	1743555	1747471	eAG-409-N21_01193	16	-	tmRNA-partial	tmRNA-full	YR_IRVE-tm	rep_IRVE-9,xis_IRVE-1,YR_IRVE-tm	FALSE	FALSE	Tycheposon
AG-412-I20_c	1677740	1693016	eAG-412-I20_00846	16	+	tmRNA-partial	tmRNA-full	YR_IRVE-tm	YR_IRVE-tm,hel_IRVE-DnaB,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-412-J13_25	2901	10861	eAG-412-J13_01845	16	-	tRNA-Ala(ggc)-full	tRNA-Ala(ggc)-partial	YR_IRVE-A	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-412-O03_c	1099105	1119885	eAG-412-O03_00663	16	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P,xis_IRVE-1,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-418-J17_c	371336	384844	eAG-418-J17_00191	16	-	tRNA-Thr(ggt)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-449-C14_c	676474	684506	eAG-449-C14_00616	16	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P,hel_IRVE-VirE,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-670-L16_c	666078	682239	eAG-670-L16_00411	16	+	tRNA-Thr(ggt)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	YR_IRVE-T1,xis_IRVE-1,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-673-O13_c	1068318	1077789	eAG-673-O13_00185	16	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	reg_IRVE,lig_IRVE-NAD,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-676-O21_c	367410	384562	eAG-676-O21_00756	16	-	tRNA-Thr(ggt)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	hel_IRVE-VirE,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-676-O21_c	622944	631305	eAG-676-O21_00440	16	+	tRNA-Ser(tga)-full	tRNA-Ser(tga)-partial	YR_IRVE-S	YR_IRVE-S,hel_IRVE-DnaB,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-679-I23_c	1184896	1191294	eAG-679-I23_00810	16	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P,xis_IRVE-1,hel_IRVE-DnaB,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
B243_497I20_c	343486	360920	eB243_497I20_00430	16	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-partial	YR_IRVE-T1	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
B245a_519L21_c	613484	620646	eB245a_519L21_00484	16	+	tRNA-Ser(tga)-full	tRNA-Ser(tga)-partial	YR_IRVE-S	YR_IRVE-S,hel_IRVE-DnaB,xis_IRVE-1	FALSE	FALSE	Tycheposon
B245a_521M10_c	1045627	1052982	eB245a_521M10_01106	16	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	xis_IRVE-1,hel_IRVE-VirE,YR_IRVE-P	FALSE	FALSE	Tycheposon
HOT208_60m_810B23_c	360953	376377	eHOT208_60m_810B23_00958	16	-	tRNA-Thr(ggt)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
MIT1303_c	336029	344615	eMIT1303_00438	16	-	tmRNA-partial	tmRNA-full	YR_IRVE-tm	hel_IRVE-D5,xis_IRVE-1,YR_IRVE-tm	FALSE	FALSE	Tycheposon
MIT1307_1	1237131	1262132	eMIT1307_00188	16	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P,hel_IRVE-DnaB,MCP_IRVE-HK97	FALSE	TRUE	Tycheposon
MIT1327_c	1005113	1028902	eMIT1327_00019	16	-	None	None	YR_IRVE-P	YR_IRVE-P,xis_IRVE-1,pri_IRVE-Prim-Pol,hel_IRVE-DnaB,hel_IRVE-DnaB,YR_IRVE-P	FALSE	TRUE	Tycheposon
MIT9202_1	649047	657156	eMIT9202_01594	16	+	tRNA-Ser(tga)-full	tRNA-Ser(tga)-partial	YR_IRVE-S	YR_IRVE-S,hel_IRVE-DnaB,xis_IRVE-1	FALSE	FALSE	Tycheposon
MIT9302_c	626872	644338	eMIT9302_01321	16	+	tRNA-Ser(tga)-full	tRNA-Ser(tga)-partial	YR_IRVE-S	YR_IRVE-S,hel_IRVE-DnaB,xis_IRVE-1	FALSE	FALSE	Tycheposon
MIT9303_1	1083660	1098989	eMIT9303_01169	16	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	xis_IRVE-1,top_IRVE-Topoiso,YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT9322_c	1068583	1075856	eMIT9322_01258	16	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	xis_IRVE-1,hel_IRVE-VirE,YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT9401_c	1075863	1083136	eMIT9401_01121	16	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	xis_IRVE-1,hel_IRVE-VirE,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-341-N05_c	450785	464793	eAG-341-N05_00321	15	-	None	None	LSR_IRVE	end_IRVE-TraY,pri_IRVE-Prim-Pol,hel_IRVE-DnaB,lig_IRVE-NAD,LSR_IRVE	FALSE	FALSE	Tycheposon
AG-459-P07_c	442002	450616	eAG-459-P07_01303	15	+	None	None	LSR_IRVE	LSR_IRVE,reg_IRVE,hel_IRVE-DnaB,rep_IRVE-2,end_IRVE-TraY	FALSE	FALSE	Tycheposon
AG-315-C22_c	1437849	1444345	eAG-315-C22_00141	14	+	tRNA-Ala(ggc)-full	None	YR_IRVE-A	YR_IRVE-A,pri_IRVE-Prim-Pol,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-331-M18_32	0	6317	eAG-331-M18_01192	14	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-335-E22_c	624930	644778	eAG-335-E22_00039	14	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S,hel_IRVE-DnaB,lig_IRVE-NAD	FALSE	TRUE	Tycheposon
AG-347-J23_c	1127277	1133870	eAG-347-J23_01006	14	-	tRNA-Ser(cga)-full	None	YR_IRVE-2	xis_IRVE-2,SSR_IRVE-1,YR_IRVE-2	FALSE	FALSE	cryptic
AG-355-J09_c	357460	363999	eAG-355-J09_01466	14	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T1	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-355-O17_c	599238	605727	eAG-355-O17_01873	14	-	tRNA-Ser(tga)-full	None	YR_IRVE-S	unk_IRVE-1,terS_IRVE,YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-388-J02_c	817093	824249	eAG-388-J02_00732	14	-	tRNA-Met(cat)-full	None	YR_IRVE-M	lig_IRVE-NAD,xis_IRVE-1,YR_IRVE-M	FALSE	FALSE	Tycheposon
AG-402-B05_22	0	6280	eAG-402-B05_01657	14	-	tRNA-Arg(tct)-partial	None	YR_IRVE-R	pri_IRVE-Prim-Pol,xis_IRVE-1,YR_IRVE-R	FALSE	FALSE	Tycheposon
AG-402-B05_22	15693	20111	eAG-402-B05_01672	14	+	tRNA-Arg(tct)-full	None	YR_IRVE-R	YR_IRVE-R,xis_IRVE-1,pri_IRVE-Prim-Pol	FALSE	FALSE	Tycheposon
AG-402-F05_c	350547	357098	eAG-402-F05_00414	14	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T1	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-402-K22_22	9113	14612	eAG-402-K22_01489	14	+	tRNA-Ala(ggc)-partial	None	YR_IRVE-A	YR_IRVE-A,xis_IRVE-1,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-402-L20_c	1184285	1191413	eAG-402-L20_01390	14	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P,reg_IRVE,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-412-C21_c	1250997	1257536	eAG-412-C21_00234	14	+	tRNA-Ala(ggc)-partial	None	YR_IRVE-A	YR_IRVE-A,xis_IRVE-1,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-412-O03_c	789996	808430	eAG-412-O03_00376	14	-	tRNA-Met(cat)-full	None	YR_IRVE-M	hel_IRVE-VirE,xis_IRVE-1,YR_IRVE-M	FALSE	FALSE	Tycheposon
AG-418-C09_c	642164	648670	eAG-418-C09_01355	14	-	tRNA-Ser(cga)-full	None	YR_IRVE-2	SSR_IRVE-1,xis_IRVE-2,YR_IRVE-2	FALSE	FALSE	cryptic
AG-418-M08_c	393601	400282	eAG-418-M08_01526	14	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T1	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-429-C19_c	600000	606534	eAG-429-C19_00608	14	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S,hel_IRVE-VirE,pri_IRVE-Prim-Pol	FALSE	FALSE	Tycheposon
AG-432-D11_c	1154410	1161012	eAG-432-D11_00553	14	+	tRNA-Arg(tct)-full	None	YR_IRVE-R	YR_IRVE-R,xis_IRVE-1,hel_IRVE-D5	FALSE	FALSE	Tycheposon
AG-432-K17_36	0	5791	eAG-432-K17_00861	14	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	MCP_IRVE-HK97,reg_IRVE,YR_IRVE-P	FALSE	FALSE	Tycheposon
B245a_520F22_c	593671	600077	eB245a_520F22_00604	14	-	tRNA-Ser(tga)-full	None	YR_IRVE-S	unk_IRVE-1,terS_IRVE,YR_IRVE-S	FALSE	FALSE	Tycheposon
HOT208_60m_813I02_c	646524	672693	eHOT208_60m_813I02_00567	14	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P,lig_IRVE-NAD,xis_IRVE-1	FALSE	TRUE	Tycheposon
MIT1303_c	1771421	1777962	eMIT1303_00343	14	-	tRNA-Ser(cga)-full	None	YR_IRVE-2	xis_IRVE-2,SSR_IRVE-1,YR_IRVE-2	FALSE	FALSE	cryptic
MIT1342_c	383981	395005	eMIT1342_00861	14	+	tRNA-Ser(cga)-full	None	YR_IRVE-2	YR_IRVE-2,SSR_IRVE-1,xis_IRVE-2	FALSE	FALSE	cryptic
MIT1342_c	1080039	1105593	eMIT1342_00005	14	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	pri_IRVE-Prim-Pol,hel_IRVE-DnaB,YR_IRVE-P	FALSE	TRUE	Tycheposon
MIT9313_1	329016	350041	eMIT9313_00331	14	+	tRNA-Ser(cga)-full	None	YR_IRVE-2	YR_IRVE-2,SSR_IRVE-1,xis_IRVE-2	FALSE	FALSE	cryptic
W11_c	53675	60511	eW11_00234	14	-	tRNA-Pyl(cta)-full	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
AG-424-E20_c	1150555	1166639	eAG-424-E20_00851	13.4	+	None	None	YR_IRVE-P	YR_IRVE-P,YR_IRVE-P,MCP_IRVE-HK97,hel_IRVE-DnaB,rep_IRVE-3,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-469-F22_c	1006145	1021778	eAG-469-F22_00057	13.4	-	None	None	LSR_IRVE	end_IRVE-TraY,hel_IRVE-D5,reg_IRVE,lig_IRVE-NAD,LSR_IRVE,LSR_IRVE	FALSE	FALSE	Tycheposon
AG-311-K21_c	1369972	1375023	eAG-311-K21_00720	13	-	tRNA-Ala(ggc)-partial	tRNA-Arg(tct)-full	YR_IRVE-A	xis_IRVE-1,YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-315-C22_c	1413687	1428297	eAG-315-C22_00107	13	+	tRNA-Arg(tct)-partial	tRNA-Arg(tct)-partial	YR_IRVE-R	YR_IRVE-R,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-355-J17_c	906475	920482	eAG-355-J17_00983	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
